Company,City,Country,Industry,Investor,Last Valuation,Unicorn
Razor,Berlin,Germany,Consumer & retail,Global Founders Capital,1000000000,1
Drata,San Diego,United States,Cybersecurity,Cowboy Ventures,1000000000,1
Vagaro,Dublin,United States,Internet software & services,FTV Capital,1000000000,1
Tezign,Shanghai,China,Internet software & services,Sequoia Capital China,1000000000,1
Moka,Beijing,China,Internet software & services,GGV Capital,1000000000,1
Augury,New York,United States,Artificial intelligence,Lerer Hippeau,1000000000,1
CargoX,Sao Paulo,Brazil,"Supply chain, logistics, & delivery",Valor Capital Group,1000000000,1
Dental Monitoring,Paris,France,Health,Vitruvian Partners,1000000000,1
Zopa,London,United Kingdom,Fintech,IAG Capital Partners,1000000000,1
Weights & Biases,San Francisco,United States,Artificial intelligence,Coatue Management,1000000000,1
MobiKwik,Gurugram,India,Fintech,Sequoia Capital India,1000000000,1
Swile,Montpellier,France,Fintech,Index Ventures,1000000000,1
Savage X Fenty,El Segundo,United States,E-commerce & direct-to-consumer,Speedinvest,1000000000,1
Chronosphere,New York,United States,Data management & analytics,Greylock Partners,1000000000,1
Masterworks,New York,United States,Fintech,Left Lane Capital,1000000000,1
Licious,Bengaluru,India,E-commerce & direct-to-consumer,3one4 Capital Partners,1000000000,1
Ajaib,Jakarta,Indonesia,Fintech,Softbank Ventures Asia,1000000000,1
TrialSpark,New York,United States,Health,Sequoia Capital,1000000000,1
Vedantu,Bengaluru,India,Edtech,Accel,1000000000,1
Ninja Van,,Singapore,"Supply chain, logistics, & delivery",B Capital Group,1000000000,1
HAYDON,Shanghai,China,Consumer & retail,Tencent Holdings,1000000000,1
Keenon Robotics,Shanghai,China,"Supply chain, logistics, & delivery",Yunqi Partners,1000000000,1
PandaDoc,San Francisco,United States,Internet software & services,Rembrandt Venture Partners,1000000000,1
Assembly,Culver City,United States,Internet software & services,Advent International,1000000000,1
TrueLayer,London,United Kingdom,Fintech,Anthemis,1000000000,1
Xendit,Jakarta,Indonesia,Fintech,Accel,1000000000,1
Orchard,New York,United States,Fintech,Accomplice,1000000000,1
Agile Robots,Munich,Germany,Hardware,Hillhouse Capital Management,1000000000,1
Berlin Brands Group,Berlin,Germany,E-commerce & direct-to-consumer,Ardian,1000000000,1
Cider,,Hong Kong,E-commerce & direct-to-consumer,Andreessen Horowitz,1000000000,1
1KMXC,Hangzhou,China,Hardware,Goldman Sachs Asset Management,1000000000,1
PicsArt,San Francisco,United States,Mobile & telecommunications,Sequoia Capital,1000000000,1
Dunamu,Seoul,South Korea,Fintech,Qualcomm Ventures,1000000000,1
Gelato,Oslo,Norway,E-commerce & direct-to-consumer,Greylock Partners,1000000000,1
Snorkel AI,Palo Alto,United States,Artificial intelligence,Greylock Partners,1000000000,1
Freshbooks,Toronto,Canada,Fintech,Accomplice,1000000000,1
NIUM,,Singapore,Fintech,Vertex Ventures SE Asia,1000000000,1
BlackBuck,Bengaluru,India,"Supply chain, logistics, & delivery",Accel,1000000000,1
Interos,Arlington,United States,"Supply chain, logistics, & delivery",Kleiner Perkins Caufield & Byers,1000000000,1
GO1,Brisbane,Australia,Internet software & services,Y Combinator,1000000000,1
Carson Group,Lincoln,United States,Fintech,Bain Capital,1000000000,1
dMed Biopharmaceutical,Shanghai,China,Health,Qiming Venture Partners,1000000000,1
Xiaobing,Beijing,China,Fintech,NetEase Capital,1000000000,1
Pantheon Systems,San Francisco,United States,Internet software & services,Foundry Group,1000000000,1
MobileCoin,San Francisco,United States,Fintech,General Catalyst,1060000000,1
Visier,Vancouver,Canada,Internet software & services,Foundation Capital,1000000000,1
Morning Consult,Washington DC,United States,Internet software & services,Advance Venture Partners,1000000000,1
SmartAsset,New York,United States,Fintech,Javelin Venture Partners,1000000000,1
Worldcoin,San Francisco,United States,Fintech,Day One Ventures,1000000000,1
Aircall,New York,United States,Internet software & services,Balderton Capital,1000000000,1
JoyTunes,Tel Aviv,Israel,Edtech,Genesis Partners,1000000000,1
Claroty,New York,United States,Cybersecurity,Bessemer Venture Partners,1000000000,1
Bringg,Tel Aviv,Israel,"Supply chain, logistics, & delivery",Salesforce Ventures,1000000000,1
Xiaoe Tech,Shenzhen,China,Internet software & services,GGV Capital,1000000000,1
Tractable,London,United Kingdom,Artificial intelligence,Insight Partners,1000000000,1
Carro,,Singapore,E-commerce & direct-to-consumer,SingTel Innov8,1000000000,1
EcoFlow,Shenzhen,China,Hardware,Delian Capital,1000000000,1
LetsGetChecked,Dublin,Ireland,Health,Optum Ventures,1000000000,1
Matrixport,,Singapore,Fintech,Dragonfly Captial,1050000000,1
Printful,Charlotte,United States,Other,Bregal Sagemount,1000000000,1
Vise,New York,United States,Fintech,Sequoia Capital,1000000000,1
Amount,Chicago,United States,Fintech,Invus Group,1000000000,1
Axtria,Berkeley Heights,United States,Data management & analytics,Helion Venture Partners,1000000000,1
Forte Labs,San Francisco,United States,Fintech,Iris Capital,1730000000,1
Zihaiguo,Chongqing,China,Consumer & retail,Xingwang Investment Management,1000000000,1
TensTorrent,Toronto,Canada,Artificial intelligence,Eclipse Ventures,1000000000,1
Shift Technology,Paris,France,Artificial intelligence,Griffin Gaming Partners,1000000000,1
Firefly Aerospace,Cedar Park,United States,Other,XBTO Ventures,1100000000,1
XForcePlus,Shanghai,China,Internet software & services,Eastern Bell Capital,1000000000,1
MOLOCO,Redwood City,United States,Artificial intelligence,Smilegate Investment,1500000000,1
SaltPay,London,United Kingdom,Fintech,Tiger Global Management,1000000000,1
Sift,San Francisco,United States,Artificial intelligence,Union Square Ventures,1000000000,1
Injective Protocol,New York,United States,Fintech,Pantera Capital,1000000000,1
Fiture,Chengdu,China,Health,Bertelsmann Asia Investments,1000000000,1
Groq,Mountain View,United States,Artificial intelligence,TDK Ventures,1000000000,1
The Zebra,Austin,United States,E-commerce & direct-to-consumer,Silverton Partners,1000000000,1
Hyperchain,Hangzhou,China,Fintech,Yinhong Equity Investment Fund,1000000000,1
Yunxuetang,Suzhou,China,Edtech,Matrix Partners China,1000000000,1
Feedzai,San Mateo,United States,Artificial intelligence,Global Founders Capital,1000000000,1
Sidecar Health,El Segundo,United States,Fintech,GreatPoint Ventures,1000000000,1
Evidation,San Mateo,United States,Health,"B Capital Group,",1000000000,1
PatSnap,,Singapore,Internet software & services,Sequoia Capital China,1000000000,1
Aqua Security,Ramat Gan,Israel,Cybersecurity,TLV Partners,1000000000,1
WeBull,Changsha,China,Fintech,Bojiang Capital,1000000000,1
Standard,San Francisco,United States,Artificial intelligence,CRV,1000000000,1
Axiom Space,Houston,United States,Other,C5 Capital,1000000000,1
Flash Express,Bangkok,Thailand,"Supply chain, logistics, & delivery",SCB 10X,1000000000,1
Splashtop,San Jose,United States,Internet software & services,Storm Ventures,1000000000,1
PPRO,London,United Kingdom,Fintech,Wellington Management,1000000000,1
MadeiraMadeira,Parana,Brazil,E-commerce & direct-to-consumer,Flybridge Capital Partners,1000000000,1
News Break,Mountain View,United States,Internet software & services,IDG Capital,1000000000,1
Mixpanel,San Francisco,United States,Internet software & services,Bain Capital Tech Opportunities,1050000000,1
Mamaearth,Gurgaon,India,E-commerce & direct-to-consumer,Fireside Ventures,1070000000,1
56PINGTAI,Shanghai,China,"Supply chain, logistics, & delivery",QF Capital,1080000000,1
UISEE Technology,Beijing,China,"Supply chain, logistics, & delivery",Shenzhen Capital Group,1080000000,1
GlobalBees,New Delhi,India,E-commerce & direct-to-consumer,Chiratae Ventures,1100000000,1
Turing,Palo Alto,United States,Internet software & services,Foundation Capital,1100000000,1
The Bank of London,London,United Kingdom,Fintech,"Mangrove Capital Partners,14W. ForgeLight",1100000000,1
Acko General Insurance,Bengaluru,India,Fintech,Intact Ventures,1100000000,1
Enpal,Berlin,Germany,Internet software & services,HV Capital,1100000000,1
Karat,Seattle,United States,Internet software & services,8VC,1100000000,1
apna,Bengaluru,India,Internet software & services,Sequoia Capital India,1100000000,1
Carousell,,Singapore,E-commerce & direct-to-consumer,500 Global,1100000000,1
Hailo,Tel Aviv,Israel,Artificial intelligence,Glory Ventures,1000000000,1
G2,Chicago,United States,Internet software & services,Pritzker Group Venture Capital,1100000000,1
Qingting FM,Shanghai,China,Internet software & services,China Culture Industrial Investment Fund,1100000000,1
Sunbit,Los Angeles,United States,Fintech,Zeev Ventures,1100000000,1
Zego,London,United Kingdom,Fintech,LocalGlobe,1100000000,1
Nexthink,Prilly,Switzerland,Data management & analytics,Auriga,1100000000,1
Sennder,Berlin,Germany,"Supply chain, logistics, & delivery",Accelm Scania Growth Capital,1100000000,1
At-Bay,Mountain View,United States,Fintech,Lightspeed Venture Partners,1120000000,1
Elemy,San Francisco,United States,Health,General Catalyst,1150000000,1
Rebellion Defense,Washington DC,United States,Artificial intelligence,Venrock,1150000000,1
Guideline,San Mateo,United States,Fintech,Pelion Venture Partners,1150000000,1
IRL,San Francisco,United States,Internet software & services,Goodwater Capital,1170000000,1
CloudBees,San Jose,United States,Data management & analytics,Matrix Partners,1150000000,1
Merama,Mexico City,Mexico,E-commerce & direct-to-consumer,SoftBank Latin America Fund,1200000000,1
Jokr,New York,United States,"Supply chain, logistics, & delivery",GGV Capital,1200000000,1
Pristyn Care,Gurugram,India,Health,Sequoia Capital India,1400000000,1
AgentSync,Denver,United States,Fintech,Craft Ventures,1200000000,1
MyGlamm,Mumbai,India,E-commerce & direct-to-consumer,L'Occitane,1200000000,1
CarDekho,Jaipur,India,E-commerce & direct-to-consumer,Sequoia Capital India,1200000000,1
Gem,San Francisco,United States,Internet software & services,Accel,1200000000,1
Copado,Chicago,United States,Data management & analytics,Insight Partners,1200000000,1
Offchain Labs,Princeton,United States,Internet software & services,Pantera Capital,1200000000,1
Oda,Oslo,Norway,E-commerce & direct-to-consumer,Kinnevik,1200000000,1
MindTickle,San Francisco,United States,Internet software & services,Qualcomm Ventures,1200000000,1
Prime Medicine,Cambridge,United States,Health,Newpath Partners,1200000000,1
Rohlik Group,Prague,Czech Republic,"Supply chain, logistics, & delivery",Partech Partners,1200000000,1
SmartMore,Shenzhen,China,Artificial Intelligence,IDG Capital,1200000000,1
Ada Support,Toronto,Canada,Artificial intelligence,Version One Ventures,1200000000,1
Vectra Networks,San Jose,United States,Artificial intelligence,IA Ventures,1200000000,1
Cava Group,Washington,United States,Other,SWaN & Legend Ventures,1300000000,1
Aibee,Beijing,China,Artificial intelligence,Sequoia Capital China,1000000000,1
Pilot.com,San Francisco,United States,Fintech,Index Ventures,1200000000,1
Pipa Coding,Beijing,China,Edtech,Source Code Capital,1200000000,1
Public,New York,United States,Fintech,Accel,1200000000,1
Tealium,San Diego,United States,Internet software & services,Georgian Partners,1200000000,1
Spiber,Tsuruoka,Japan,Other,Cool Japan Fund,1220000000,1
inDriver,Mountain View,United States,Auto & transportation ,Leta Capital,1230000000,1
Nexii,Vancouver,Canada,Other,Trane Technologies,1230000000,1
EQRx,Cambridge,United States,Health,Nextech Invest,1230000000,1
Shulan Health,Hangzhou,China,Health,Qiming Venture Partners,1240000000,1
Enflame,Shanghai,China,Hardware,Tencent Holdings,1240000000,1
Tackle.io,Boise,United States,Internet software & services,Andreessen Horowitz,1250000000,1
Incode Technologies,San Francisco,United States,Cybersecurity,Dila Capital,1250000000,1
Mythical Games,Sherman Oaks,United States,Internet software & services,Javelin Venture Partners,1250000000,1
Honor Technology,San Francisco,United States,Internet software & services,Andreessen Horowitz,1250000000,1
Marshmallow,London,United Kingdom,Fintech,Passion Capital,1250000000,1
Huisuanzhang,Beijing,China,Fintech,IDG Capital,1280000000,1
STORD,Atlanta,United States,"Supply chain, logistics, & delivery",Dynamo VC,1300000000,1
TUNGEE,Guangzhou,China,Artificial Intelligence,UNITY VENTURES,1300000000,1
YugaByte,Sunnyvale,United States,Data management & analytics,Lightspeed Venture Partners,1300000000,1
Flock Freight,Encinitas,United States,"Supply chain, logistics, & delivery",SignalFire,1300000000,1
Betterment,New York,United States,Fintech,Bessemer Venture Partners,1300000000,1
Konfio,Mexico City,Mexico,Fintech,Kaszek Ventures,1300000000,1
DistroKid,New York,United States,Internet software & services,Insight Partners,1300000000,1
TalkingData,Beijing,China,Mobile & telecommunications,N5 Capital,1300000000,1
Motorway,London,United Kingdom,E-commerce & direct-to-consumer,Marchmont Ventures,1330000000,1
Signifyd,San Jose,United States,Fintech,Menlo Ventures,1340000000,1
Yaoshibang,Guangzhou,China,Health,Green Pine Capital Partners,1350000000,1
Panther Labs,San Francisco,United States,Cybersecurity,Innovation Endeavors,1400000000,1
Scalable Capital,Munich,Germany,Fintech,BlackRock,1400000000,1
Astranis Space Technologies,San Francisco,United States,Mobile & telecommunications,Refactor Capital,1400000000,1
Degreed,Pleasanton,United States,Edtech,Signal Peak Ventures,1400000000,1
GupShup,San Francisco,United States,Internet software & services,Helion Venture Partners,1400000000,1
Phenom People,Ambler,United States,Internet software & services,Sierra Ventures,1400000000,1
Rad Power Bikes,Seattle,United States,Auto & transportation,Durable Capital Partners,1400000000,1
Stash,New York,United States,Fintech,Goodwater Capital,1400000000,1
Five Star Business Finance,Chennai,India,Other,Sequoia Capital India,1400000000,1
Rebel Foods,Pune,India,E-commerce & direct-to-consumer,Sequoia Capital India,1400000000,1
Yotpo,New York,United States,Internet software & services,Bessemer Venture Partners,1400000000,1
Epidemic Sound,Stockholm,Sweden,Internet software & services,EQT Partners,1400000000,1
Figment,Toronto,Canada,Internet software & services,Bonfire Ventures,1400000000,1
Papa,Miami,United States,Health,Initialized Capital,1400000000,1
Valgen Medtech,Hangzhou,China,Health,Sequoia Capital China,1430000000,1
Einride,Stockholm,Sweden,Auto & transportation,"Temasek,\tBUILD Capital Partners",1440000000,1
M1,Chicago,United States,Fintech,Left Lane Capital,1450000000,1
Shukun Technology,Beijing,China,Artificial Intelligence,Marathon Venture Partners,1460000000,1
Prometheus,Santa Cruz,United States,Other,BMW i Ventures,1500000000,1
Zeta,San Francisco,United States,Fintech,Sodexo Ventures,1500000000,1
Veho,Boulder,United States,"Supply chain, logistics, & delivery",General Catalyst,1500000000,1
Airbyte,San Francisco,United States,Internet software & services,Accel,1500000000,1
Paradox,Scottsdale,United States,Internet software & services,Brighton Park Capital,1500000000,1
Olist,Curitiba,Brazil,E-commerce & direct-to-consumer,Redpoint e.ventures,1500000000,1
CureFit,Bengaluru,India,Health,Chiratae Ventures,1500000000,1
Lusha,New York,United States,Internet software & services,PSG,1500000000,1
candy.com,New York,United States,Internet software & services,Insight Partners,1500000000,1
Built,Nashville,United States,Internet software & services,Nyca Partners,1500000000,1
Ascend Money,Bangkok,Thailand,Fintech,Ant Group,1500000000,1
Persona,San Francisco,United States,Cybersecurity,Coatue Management,1500000000,1
Matillion,Altrincham,United Kingdom,Data management & analytics,Scale Venture Partners,1500000000,1
1047 Games,Zephyr Cove,United States,Internet software & services,VGames,1500000000,1
Pacaso,Cincinnati,United States,Fintech,Global Founders Capital,1500000000,1
TaxBit,Draper,United States,Fintech,Insight Partners,1500000000,1
Culture Amp,Richmond,Australia,Internet software & services,Felicis Ventures,1500000000,1
NotCo,Santiago,Chile,Consumer & retail,Kaszek Ventures,1500000000,1
SmartRecruiters,San Francisco,United States,Internet software & services,Mayfield Fund,1500000000,1
impact.com,Santa Barbara,United States,Internet software & services,Redpoint Ventures,1500000000,1
YunQuNa,Shanghai,China,"Supply chain, logistics, & delivery",Source Code Capital,1500000000,1
Next Silicon,Tel Aviv,Israel,Hardware,Amiti Ventures,1500000000,1
Ledger,Paris,France,Hardware,Digital Currency Group,1500000000,1
Chipper Cash,San Francisco,United States,Fintech,Deciens Capital,2000000000,1
Snapdocs,San Francisco,United States,Fintech,Sequoia Capital,1500000000,1
ID.me,McLean,United States,Cybersecurity,Moonshots Capital,1500000000,1
Uplight,Boulder,United States,Other,Rubicon Technology Partners,1500000000,1
bolttech,,Singapore,Fintech,Mundi Ventures,1500000000,1
Loom,San Francisco,United States,Internet software & services,Kleiner Perkins Caufield & Byers,1530000000,1
Kitopi,Dubai,United Arab Emirates,"Supply chain, logistics, & delivery",CE-Ventures,1550000000,1
Wenheyou,Hunan,China,Other,Sequoia Capital China,1550000000,1
Iluvatar CoreX,Shanghai,China,Hardware,Centurium Capital,1550000000,1
Alloy,New York,United States,Fintech,Bessemer Venture Partners,1550000000,1
Truepill,Hayward,United States,Health,Initialized Capital,1600000000,1
HomeLight,San Francisco,United States,Fintech,Zeev Ventures,1700000000,1
Mercury,San Francisco,United States,Fintech,Andreessen Horowitz,1600000000,1
SmartHR,Tokyo,Japan,Fintech,BEENEXT,1600000000,1
ASAPP,New York,United States,Artificial intelligence,March Capital Partners,1600000000,1
Cognite,Lysaker,Norway,Data management & analytics,Technology Crossover Ventures,1500000000,1
Generate Biomedicines,Cambridge,United States,Health,Altitude Life Science Ventures. T. Rowe Price,1360000000,1
Extend,San Francisco,United States,Fintech,GreatPoint Ventures,1360000000,1
SafetyCulture,Sydney,Australia,Internet software & services,Blackbird Ventures,1600000000,1
Clio,Burnaby,Canada,Internet software & services,OMERS Private Equity,1600000000,1
Tonal,San Francisco,United States,E-commerce & direct-to-consumer,Mayfield Fund,1600000000,1
Carsome,Selangor,Malaysia,E-commerce & direct-to-consumer,Gobi Partners,1700000000,1
H2O.ai,Mountain View,United States,Artificial intelligence,Nexus Venture Partners,1700000000,1
Reltio,Redwood City,United States,Data management & analytics,Crosslink Capital,1700000000,1
Vestiaire Collective,Paris,France,E-commerce & direct-to-consumer,Eurazeo,1700000000,1
CircleCI,San Francisco,United States,Internet software & services,Threshold Ventures,1700000000,1
Orca Security,Portland,United States,Cybersecurity,YL Ventures,1800000000,1
Spinny,Gurugram,India,E-commerce & direct-to-consumer,General Catalyst,1750000000,1
Trulioo,Vancouver,Canada,Cybersecurity,Blumberg Capital,1750000000,1
Cambrian BioPharma,Brooklyn,United States,Health,Future Ventures,1790000000,1
Slice,Bengaluru,India,Fintech,Gunosy Capital,1800000000,1
Opentrons,New York,United States,Hardware,SOSV,1800000000,1
Diamond Foundry,San Francisco,United States,Other,Fashion Tech Lab,1800000000,1
CFGI,Boston,United States,Fintech,The Carlyle Group,1850000000,1
CoinSwitch Kuber,Bangalore,India,Fintech,Tiger Global Management,1900000000,1
MX Technologies,Lehi,United States,Fintech,Point72 Ventures,1900000000,1
Rokt,New York,United States,Internet software & services,Square Peg Capital,1950000000,1
Fenbi Education,Beijing,China,Edtech,Trustbridge Partners,1950000000,1
Devo Technology,Cambridge,United States,Data management & analytics,Insight Partners,2000000000,1
UpGrad,Mumbai,India,Edtech,Qualcomm Ventures,2250000000,1
Lunar,Aarhus,Denmark,Fintech,SEED Capital,2000000000,1
LTK,Dallas,United States,Internet software & services,SoftBank Group,2000000000,1
SWORD Health,New York,United States,Health,Khosla Ventures,2000000000,1
StarkWare,Netanya,Israel,Cybersecurity,Sequoia Capital,8000000000,1
VerbIT,New York,United States,Artificial intelligence,ClalTech,2000000000,1
Zilch,London,United Kingdom,Fintech,Gauss Ventures,2000000000,1
Mynt,Taguig City,Philippines,Fintech,Insight Partners,2000000000,1
ClickHouse,Portola Valley,United States,Data management & analytics,Lightspeed Venture Partners,2000000000,1
Tier,Berlin,Germany,Travel,Northzone Ventures,2000000000,1
Modern Treasury,San Francisco,United States,Fintech,Benchmark,2000000000,1
Advance Intelligence Group,,Singapore,Artificial intelligence,Vision Plus Capital,2000000000,1
Black Sesame Technologies,Shanghai,China,Artificial intelligence,Northern Light Venture Capital,2000000000,1
Misfits Market,Pennsauken,United States,"Supply chain, logistics, & delivery",Accel,2000000000,1
Opay,Lagos,Nigeria,Fintech,Sequoia Capital China,2000000000,1
XtalPi,Shenzhen,China,Artificial intelligence,Tencent Holdings,2000000000,1
MURAL,San Francisco,United States,Internet software & services,Insight Partners,2000000000,1
Clip,Mexico City,Mexico,Fintech,Alta Ventures Mexico,2000000000,1
Bunq,Amsterdam,Netherlands,Fintech,Undisclosed,2000000000,1
Iterable,San Francisco,United States,Internet software & services,CRV,2000000000,1
Pipe,Miami,United States,Fintech,next47,2000000000,1
Beisen,Beijing,China,Internet software & services,Matrix Partners China,2000000000,1
Kajabi,Irvine,United States,Internet software & services,Meritech Capital Partners,2000000000,1
KRY,Stockholm,Sweden,Health,Index Ventures,2000000000,1
Hive,San Francisco,United States,Artificial intelligence,Tomales Bay Capital,2000000000,1
Clearco,Toronto,Canada,Fintech,Highland Capital Partners,2000000000,1
Guoquan Shihui,Shanghai,China,Consumer & retail,Tiantu Capital,2000000000,1
Earnix,Giv'atayim,Israel,Fintech,Jerusalem Venture Partners,2000000000,1
Forto,Berlin,Germany,"Supply chain, logistics, & delivery",Cherry Ventures,2100000000,1
Medable,Palo Alto,United States,Health,GSR Ventures,2100000000,1
Moveworks,Mountain View,United States,Artificial intelligence ,Lightspeed Venture Partners,2100000000,1
ReCharge,Los Angeles,United States,Fintech,ICONIQ Growth,2100000000,1
Urban Company,Gurgaon,India,E-commerce & direct-to-consumer,VY Capital,2100000000,1
CoinDCX,Maharashtra,India,Fintech,Polychain Capital,2150000000,1
CloudWalk,Sao Paulo,Brazil,Fintech,Plug and Play Ventures,2150000000,1
Neo4j,San Mateo,United States,Data management & analytics,Eight Roads Ventures,2000000000,1
Addepar,Mountain View,United States,Fintech,8VC,2170000000,1
Motif FoodWorks,Boston,United States,Consumer & retail ,General Atlantic,2200000000,1
Bitso,Mexico City,Mexico,Fintech,Pantera Capital,2200000000,1
Pattern,Lehi,United States,Internet software & services,Knox Lane,2250000000,1
Algolia,San Francisco,United States,Internet software & services,Accel,2250000000,1
MoMo,Ho Chi Minh City,Vietnam,Fintech,Goodwater Capital,2270000000,1
Odoo,Louvain-la-Neuve,Belgium,Internet software & services,Summit Partners,2300000000,1
Jobandtalent,Madrid,Spain,Internet software & services,Kibo Ventures,2350000000,1
ManyPets,London,United Kingdom,Fintech,Octopus Ventures,2350000000,1
Project44,Chicago,United States,"Supply chain, logistics, & delivery",Emergence Capital Partners,2620000000,1
ABL Space Systems,El Segundo,United States,Other,T. Rowe Price,2400000000,1
BitSight Technologies,Boston,United States,Cybersecurity,Menlo Ventures,2400000000,1
Paxos,New York,United States,Fintech,Liberty City Ventures,2400000000,1
Star Charge,Changzhou,China,Auto & transportation,Shunwei Capital Partners,2410000000,1
Mobile Premier League,Bengaluru,India,Internet software & services,Sequoia Capital India,2450000000,1
Uala,Buenos Aires,Argentina,Fintech,Soros Fund Management,2450000000,1
Hibob,Tel Aviv,Israel,Internet software & services,Bessemer Venture Partners,2450000000,1
DriveNets,Ra'anana,Israel,Internet software & services,Bessemer Venture Partners,2500000000,1
Fetch Rewards,Madison,United States,E-commerce & direct-to-consumer,Greycroft,2500000000,1
Zetwerk,Bengaluru,India,Internet software & services,Sequoia Capital India,2680000000,1
Vercel,San Francisco,United States,Internet software & services,CRV,2500000000,1
Aura,Burlington,United States,Cybersecurity,Warburg Pincus,2500000000,1
Varo Bank,San Francisco,United States,Fintech,Warburg Pincus,2500000000,1
Infra.Market,Thane,India,E-commerce & direct-to-consumer,Accel,2500000000,1
Side,San Francisco,United States,Internet software & services,Coatue Managemeny,2500000000,1
Cribl,San Francisco,United States,Data management & analytics,Institutional Venture Partners,2500000000,1
Unico,Sao Paulo,Brazil,Artificial intelligence,Big Bets,2600000000,1
JumpCloud,Louisville,United States,Data management & analytics,Foundry Group,2620000000,1
Axonius,New York,United States,Cybersecurity,Vertex Ventures Israel,2600000000,1
Moglix,,Singapore,E-commerce & direct-to-consumer,Jungle Ventures,2600000000,1
Plume,Palo Alto,United States,Internet software & services,Insight Partners,2600000000,1
Sourcegraph,San Francisco,United States,Internet software & services,Redpoint Ventures,2620000000,1
ManoMano,Paris,France,E-commerce & direct-to-consumer,General Atlantic,2600000000,1
Thought Machine,London,United Kingdom,Fintech,British Patient Capital,2700000000,1
Nextiva,Scottsdale,United States,Internet software & services,Goldman Sachs Asset Management,2700000000,1
Transmit Security,Tel Aviv,Israel,Cybersecurity,General Atlantic,2740000000,1
Dream Games,Istanbul,Turkey,Mobile & telecommunications,Makers Fund,2750000000,1
MasterClass,San Francisco,United States,Edtech,Institutional Venture Partners,2750000000,1
Alan,Paris,France,Fintech,Index Ventures,2850000000,1
Flink,Berlin,Germany,E-commerce & direct-to-consumer,Mubadala Capital,2850000000,1
DriveWealth,Chatham,United States,Fintech,Point72 Ventures,2850000000,1
BharatPe,New Delhi,India,Fintech,Insight Partners,2850000000,1
Sentry,San Francisco,United States,Other,New Enterprise Associates,3000000000,1
Remote,San Francisco,United States,Fintech,Index Ventures,3000000000,1
Amber Group,,Hong Kong,Fintech,Tiger Global Management,3000000000,1
Anchorage Digital,San Francisco,United States,Fintech,Andreessen Horowitz,3000000000,1
Groww,Bengaluru,India,Fintech,Tiger Global Management,3000000000,1
TradingView,Westerville,United States,Fintech,Tiger Global Management,3000000000,1
Sky Mavis,Ho Chi Minh City,Vietnam,Internet software & services,Fabric Ventures,3000000000,1
Gorillas,Berlin,Germany,"Supply chain, logistics, & delivery",Coatue Management,3100000000,1
Grafana Labs,New York,United States,Internet software & services,Lightspeed Venture Partners,3000000000,1
Contentful,Berlin,Germany,Internet software & services,Balderton Capital,3000000000,1
Carbon Health,San Francisco,United States,Health,Brookfield Asset Management,3000000000,1
Lucid Software,South Jordan,United States,Internet software & services,Spectrum Equity,3000000000,1
ActiveCampaign,Chicago,United States,Internet software & services,Silversmith Capital Partners,3000000000,1
BlockFi,Jersey City,United States,Fintech,ConsenSys Ventures,3000000000,1
Calendly,Atlanta,United States,Internet software & services,ICONIQ Capital,3000000000,1
Nuvemshop,Sao Paulo,Brazil,E-commerce & direct-to-consumer,Kaszek Ventures,3100000000,1
PsiQuantum,Palo Alto,United States,Hardware,Playground Global,3150000000,1
Retool,San Francisco,United States,Internet software & services,Sequoia Capital,3200000000,1
Skims,Los Angeles,United States,E-commerce & direct-to-consumer,Thrive Capital,3200000000,1
Blockstream,Vancouver,Canada,Fintech,AME Cloud Ventures,3200000000,1
Eruditus Executive Education,Mumbai,India,Edtech,Sequoia Capital India,3200000000,1
Aiven,Helsinki,Finland,Internet software & services,Institutional Venture Partners,3210000000,1
BlockDaemon,Los Angeles,United States,Fintech,BOLDstart Ventures,3250000000,1
Kurly,Seoul,South Korea,"Supply chain, logistics, & delivery",Sequoia Capital China,3300000000,1
Starling Bank,London,United Kingdom,Fintech,JTC Group,3340000000,1
Starburst,Boston,United States,Data management & analytics,Index Ventures,3350000000,1
OwnBackup,Englewood Cliffs,United States,Data management & analytics,Insight Partners,3350000000,1
Upstox,Mumbai,India,Fintech,Tiger Global Management,3400000000,1
MoonPay,Miami,United States,Fintech,New Enterprise Associates,3400000000,1
ChargeBee Technologies,San Francisco,United States,Fintech,Insight Partners,3500000000,1
Highspot,Seattle,United States,Internet software & services,Madrona Venture Group,3500000000,1
GoStudent,Vienna,Austria,Edtech,DN Capital,3500000000,1
Celsius Network,Hoboken,United States,Fintech,WestCap Group,3500000000,1
Commure,San Francisco,United States,Internet software & services,General Catalyst,3500000000,1
SpotOn,San Francisco,United States,Fintech,Dragoneer Investment Group,3600000000,1
Relativity,Chicago,United States,Internet software & services,Silver Lake,3600000000,1
Whatnot,Marina del Rey,United States,E-commerce & direct-to-consumer,Y Combinator,3700000000,1
Abogen,Suzhou,China,Health,Hillhouse Capital Management,3700000000,1
Papaya Global,New York,United States,Internet software & services,Bessemer Venture Partners,3700000000,1
Redwood Materials,Carson City,United States,Other,Breakthrough Energy Ventures,3700000000,1
Noom,New York,United States,Health,Qualcomm Ventures,3700000000,1
Articulate,New York,United States,Edtech,Blackstone,3750000000,1
Digit Insurance,Bengaluru,India,Fintech,Fairfax Financial Holdings,4000000000,1
Aurora Solar,San Francisco,United States,Internet software & services,Fifth Wall Ventures,4000000000,1
Vuori,Carlsbad,United States,E-commerce & direct-to-consumer,SoftBank Group,4000000000,1
